생산일자,공정,품목코드,생산수량
2026-04-05,사출,R1026-04.25,2600
2026-04-05,분리,Q1026-04.25,2494
2026-04-05,사출,R1026-04.00,2821
2026-04-05,사출,R5170-03.00,2185
2026-04-05,사출,R1026-02.50,2689
2026-04-05,사출,R5170-03.25,2195
2026-04-05,사출,R1026-04.00,2820
2026-04-05,사출,R1026-04.75,2604
2026-04-05,분리,Q1026-04.75,2487
2026-04-05,사출,R5170-03.00,2250
2026-04-05,사출,R1026-02.25,3075
2026-04-05,사출,R5170-03.25,2186
2026-04-05,누수,P5170A-03.00,1340
2026-04-05,접착,P5170A-03.00,1350
2026-04-05,하이드,P5170A-03.00,1378
2026-04-05,접착,P5170A-03.50,1725
2026-04-05,누수,P5170A-03.50,1660
2026-04-05,접착,P5293A-00.00CWN,1685
2026-04-05,분리,Q5292-01.25WIB,1542
2026-04-05,분리,Q5292-01.25WIB,1542
2026-04-05,하이드,P1025A+01.50+1.50,1968
2026-04-05,하이드,P1025A+01.25+1.50,1901
2026-04-05,접착,P1025A+01.25+1.50,1825
2026-04-05,누수,P1025A+01.25+1.50,1785
2026-04-05,하이드,P1025A+02.25+1.50,1926
2026-04-05,접착,P3405A-00.00SPC,1460
2026-04-05,누수,P3405A-00.00SPC,1445
2026-04-05,누수,P3405A-00.00SPC,1495
2026-04-05,접착,P3405A-00.00SPC,1495
2026-04-05,하이드,P1026A-05.00,2746
2026-04-05,접착,P1026A-05.00,2715
2026-04-05,누수,P1026A-05.00,2715
2026-04-05,누수,P5170A-03.00,1675
2026-04-05,접착,P5170A-03.00,1740
2026-04-05,하이드,P5292A-05.00WIB,1563
2026-04-05,하이드,P3405A-02.25SPC,1899
2026-04-05,누수,P1026A-04.75,2405
2026-04-05,접착,P1026A-04.75,2405
2026-04-05,접착,P1026A-04.75,2470
2026-04-05,누수,P1026A-04.75,2470
2026-04-05,분리,Q5170-03.00,1789
2026-04-05,접착,P1026A-02.50,1960
2026-04-05,하이드,P1026A-02.50,2483
2026-04-05,누수,P1026A-02.50,1960
2026-04-05,분리,Q3405-01.00SPC,1432
2026-04-05,접착,P1026A-04.75,2270
2026-04-05,하이드,P1026A-04.75,2422
2026-04-05,하이드,P1026A-04.75,2466
2026-04-05,접착,P1026A-04.75,2430
2026-04-05,분리,Q5170-03.00,1787
2026-04-05,하이드,P1026A-02.50,2470
2026-04-05,사출,R1026-02.50,2647
2026-04-05,분리,Q1026-02.50,2478
2026-04-05,하이드,P1026A-04.75,2465
2026-04-05,분리,Q1026-04.75,2468
2026-04-05,사출,R1026-04.75,2565
2026-04-05,사출,R3409-00.00PIN,1155
2026-04-05,사출,R3409-00.00PIN,959
2026-04-05,사출,R3405-02.25SPC,1689
2026-04-05,사출,R0317-00.00PCH3,2170
2026-04-05,사출,R0317-00.00PCH3,2185
2026-04-05,사출,R0317-00.00PCH3,2100
2026-04-05,사출,R0317-00.00PCH3,0
2026-04-05,사출,R0317-00.00PCH3,0
2026-04-05,사출,R0317-00.00PCH3,1290
2026-04-05,분리,Q1026-04.25,2496
2026-04-05,사출,R1026-04.25,2602
2026-04-05,사출,R1026-05.00,3135
2026-04-05,사출,R1026-05.00,3138
2026-04-05,사출,R5170-03.00,2239
2026-04-05,사출,R5170-03.50,2225
2026-04-05,사출,R5170-03.00,2222
2026-04-05,분리,Q1026-02.50,2460
2026-04-05,사출,R1026-02.50,2656
2026-04-05,사출,R1026-02.50,2670
2026-04-05,분리,Q1026-02.50,2474
2026-04-06,누수,P5405A-05.00-0.75150,1105
2026-04-06,분리,Q5405-04.00-0.75020,372
2026-04-06,분리,Q5405-04.00-0.75080,412
2026-04-06,분리,Q5419+01.25+1.50,306
2026-04-06,분리,Q5405-05.25-1.25170,438
2026-04-06,분리,Q5420-01.75,1873
2026-04-06,분리,Q5420-01.00,1941
2026-04-06,분리,Q5405-01.75-1.75010,387
2026-04-06,접착,P5405A-00.50-1.25180,320
2026-04-06,누수,P5405A-00.50-1.25180,320
2026-04-06,분리,Q5420-01.75,1799
2026-04-06,분리,Q5419+02.25+2.50,523
2026-04-06,분리,Q5420-02.25,1850
2026-04-06,접착,P5405A-04.25-1.25150,1430
2026-04-06,누수,P5405A-04.25-1.25150,1430
2026-04-06,누수,P5292A-00.00WIB,1110
2026-04-06,접착,P5292A-00.00WIB,1110
2026-04-06,접착,P5292A-00.00WIB,1910
2026-04-06,누수,P5292A-00.00WIB,1910
2026-04-06,누수,P5170A-03.00,1710
2026-04-06,누수,P5170A-03.25,1825
2026-04-06,누수,P5292A-01.50WIB,935
2026-04-06,누수,P3405A-00.00SPC,1135
2026-04-06,누수,P5292A-00.00WIB,830
2026-04-06,접착,P5292A-01.50WIB,935
2026-04-06,하이드,P1025A+00.75+1.50,1820
2026-04-06,접착,P1025A+00.75+1.50,1805
2026-04-06,누수,P5292A-00.00WIB,315
2026-04-06,접착,P5292A-00.00WIB,315
2026-04-06,누수,P5170A-03.00,1905
2026-04-06,접착,P1025A+01.50+1.50,1690
2026-04-06,누수,P5293A-00.00CWN,2005
2026-04-06,접착,P5293A-00.00CWN,1985
2026-04-06,누수,P5293A-00.00CWN,1985
2026-04-06,누수,P5293A-00.00CWN,1680
2026-04-06,접착,P5293A-00.00CWN,1680
2026-04-06,누수,P5170A-03.00,1650
2026-04-06,하이드,P5292A-01.75WIB,1900
2026-04-06,하이드,P3405A-01.50SPC,1462
2026-04-06,누수,P3405A-00.00SPC,1585
2026-04-06,누수,P3405A-00.00SPC,695
2026-04-06,하이드,P5293A-00.00CWN,1773
2026-04-06,누수,P5293A-00.00CWN,1855
2026-04-06,접착,P5293A-00.00CWN,1860
2026-04-06,누수,P3405A-00.00SPC,1590
2026-04-06,누수,P5170A-03.25,1750
2026-04-06,접착,P3405A-02.50SPC,1600
2026-04-06,누수,P3405A-02.50SPC,1600
2026-04-06,하이드,P3409A-00.00PIN,1566
2026-04-06,하이드,P1025A+01.25+1.50,1893
2026-04-06,누수,P5292A-01.25WIB,1625
2026-04-06,접착,P5292A-01.25WIB,1635
2026-04-06,누수,P1025A+02.00+1.50,1800
2026-04-06,분리,Q1025+01.75+1.50,1938
2026-04-06,하이드,P1025A+00.75+1.50,1937
2026-04-06,하이드,P1025A+02.00+1.50,1708
2026-04-06,접착,P1025A+02.00+1.50,1100
2026-04-06,누수,P1025A+02.00+1.50,1100
2026-04-06,하이드,P5293A-00.00CWN,1905
2026-04-06,하이드,P1025A+01.75+1.50,1777
2026-04-06,접착,P3405A-00.00SPC,1090
2026-04-06,누수,P3405A-00.00SPC,1080
2026-04-06,하이드,P3405A-00.00SPC,1158
2026-04-06,하이드,P5170A-03.25,1766
2026-04-06,하이드,P5170A-03.50,2414
2026-04-06,분리,Q5170-03.50,2415
2026-04-06,하이드,P3405A-00.50SPC,1054
2026-04-06,하이드,P3405A-01.00SPC,1124
2026-04-06,분리,Q3409-00.00PIN,727
2026-04-06,분리,Q3405-00.50SPC,1437
2026-04-06,접착,P5293A-07.00CWN,950
2026-04-06,누수,P5293A-07.00CWN,950
2026-04-06,접착,P5293A-08.00CWN,860
2026-04-06,접착,P1026A-03.75,2260
2026-04-06,누수,P1026A-03.75,2250
2026-04-06,접착,P5292A-01.25WIB,1755
2026-04-06,누수,P5292A-01.25WIB,1755
2026-04-06,누수,P5293A-07.00CWN,1420
2026-04-06,접착,P5292A-01.50WIB,385
2026-04-06,누수,P5292A-01.50WIB,385
2026-04-06,누수,P5292A-01.75WIB,2005
2026-04-06,접착,P5292A-01.75WIB,2005
2026-04-06,분리,Q5293-09.50CWN,1314
2026-04-06,누수,P5170A-03.00,1640
2026-04-06,누수,P5170A-03.00,1795
2026-04-06,접착,P5292A-01.25WIB,1660
2026-04-06,하이드,P5292A-01.25WIB,1697
2026-04-06,접착,P5292A-04.25WIB,1540
2026-04-06,누수,P5292A-04.25WIB,1540
2026-04-06,누수,P3405A-01.50SPC,1750
2026-04-06,접착,P3405A-01.50SPC,1750
2026-04-06,누수,P5292A-02.00WIB,1460
2026-04-06,접착,P5292A-02.00WIB,1460
2026-04-06,하이드,P1026A-04.50,2748
2026-04-06,누수,P1026A-04.50,2720
2026-04-06,접착,P1026A-04.50,2720
2026-04-06,하이드,P3405A-01.75SPC,1930
2026-04-06,접착,P3405A-02.00SPC,1760
2026-04-06,누수,P3405A-02.00SPC,1760
2026-04-06,하이드,P5170A-03.25,2055
2026-04-06,누수,P1026A-02.50,2445
2026-04-06,접착,P1026A-02.50,2450
2026-04-06,접착,P5292A-01.75WIB,710
2026-04-06,누수,P3405A-02.25SPC,1510
2026-04-06,접착,P3405A-02.25SPC,1510
2026-04-06,분리,Q3409-00.00PIN,1454
2026-04-06,누수,P1025A+00.75+1.50,1990
2026-04-06,접착,P1025A+00.75+1.50,1995
2026-04-06,접착,P5292A-00.00WIB,1430
2026-04-06,누수,P5292A-00.00WIB,1430
2026-04-06,하이드,P5292A-04.50WIB,1669
2026-04-06,접착,P3405A-02.50SPC,1755
2026-04-06,누수,P3405A-02.50SPC,1755
2026-04-06,접착,P3409A-00.00PIN,1665
2026-04-06,누수,P3409A-00.00PIN,1650
2026-04-06,접착,P5170A-03.00,1935
2026-04-06,하이드,P5170A-03.00,1960
2026-04-06,누수,P5170A-03.00,1935
2026-04-06,누수,P5170A-03.00,1690
2026-04-06,하이드,P5170A-03.00,1836
2026-04-06,접착,P5170A-03.00,1805
2026-04-06,분리,Q3405-02.00SPC,921
2026-04-06,누수,P5170A-03.25,1790
2026-04-06,접착,P5170A-03.25,1790
2026-04-06,접착,P5170A-03.00,1910
2026-04-06,누수,P5170A-03.00,1910
2026-04-06,하이드,P5170A-03.00,2053
2026-04-06,분리,Q5170-03.00,2054
2026-04-06,하이드,P3405A-01.00SPC,1154
2026-04-06,하이드,P3405A-02.50SPC,1244
2026-04-06,접착,P1026A-02.50,2240
2026-04-06,누수,P1026A-02.50,2225
2026-04-06,누수,P5292A-04.50WIB,1615
2026-04-06,접착,P1026A-04.75,2450
2026-04-06,누수,P1026A-04.75,2450
2026-04-06,하이드,P1026A-05.00,2364
2026-04-06,분리,Q3409-00.00PIN,1763
2026-04-06,분리,Q3409-00.00PIN,1550
2026-04-06,분리,Q3405-01.75SPC,1368
2026-04-06,접착,P1025A+01.75+1.50,1910
2026-04-06,분리,Q5170-03.00,2068
2026-04-06,하이드,P5170A-03.00,2067
2026-04-06,하이드,P5170A-03.00,1773
2026-04-06,분리,Q5170-02.75,1724
2026-04-06,하이드,P5170A-02.75,1722
2026-04-06,누수,P5170A-03.25,1930
2026-04-06,분리,Q5170-03.25,2463
2026-04-06,하이드,P5170A-03.25,2463
2026-04-06,하이드,P3405A-01.25SPC,1339
2026-04-06,접착,P1025A+00.75+1.50,1720
2026-04-06,누수,P1025A+00.75+1.50,1675
2026-04-06,누수,P5170A-03.00,1660
2026-04-06,분리,Q5170-03.00,1727
2026-04-06,접착,P5170A-03.00,1695
2026-04-06,누수,P5170A-03.00,1695
2026-04-06,분리,Q3405-01.75SPC,983
2026-04-06,하이드,P3405A-00.75SPC,1360
2026-04-06,분리,Q3405-01.25SPC,553
2026-04-06,누수,P5170A-03.00,2305
2026-04-06,하이드,P5170A-03.00,2400
2026-04-06,분리,Q5170-03.00,2403
2026-04-06,하이드,P5170A-03.00,1955
2026-04-06,접착,P5170A-03.00,1905
2026-04-06,분리,Q3405-01.00SPC,789
2026-04-06,하이드,P3405A-02.00SPC,1065
2026-04-06,접착,P5292A-04.50WIB,1615
2026-04-06,하이드,P3405A-02.00SPC,1325
2026-04-06,접착,P1026A-02.50,2240
2026-04-06,누수,P1026A-02.50,2220
2026-04-06,누수,P1026A-02.50,2340
2026-04-06,누수,P1026A-02.50,2330
2026-04-06,하이드,P1026A-05.00,2692
2026-04-06,누수,P5170A-03.00,1850
2026-04-06,접착,P5170A-03.00,1850
2026-04-06,접착,P5170A-03.50,1905
2026-04-06,분리,Q3405-02.00SPC,1326
2026-04-06,분리,Q0317-00.00PCH3,1779
2026-04-06,분리,Q0317-00.00PCH3,1712
2026-04-06,하이드,P1026A-04.25,2425
2026-04-06,분리,Q3405-01.25SPC,1245
2026-04-06,분리,Q3405-01.25SPC,1003
2026-04-06,분리,Q3405-01.75SPC,736
2026-04-06,분리,Q3405-02.00SPC,805
2026-04-06,분리,Q3409-00.00PIN,546
2026-04-06,하이드,P5292A-01.00WIB,1840
2026-04-06,누수,P5292A-01.50WIB,2045
2026-04-06,접착,P5292A-01.50WIB,2075
2026-04-06,하이드,P5293A-09.50CWN,1124
2026-04-06,누수,P3409A-00.00PIN,1665
2026-04-06,접착,P3409A-00.00PIN,1670
2026-04-06,하이드,P1025A+00.75+1.50,1728
2026-04-06,누수,P1026A-04.75,2290
2026-04-06,누수,P1026A-04.75,2440
2026-04-06,접착,P1026A-04.75,2455
2026-04-06,하이드,P1026A-02.25,2484
2026-04-06,누수,P1026A-02.50,2410
2026-04-06,접착,P1026A-02.50,2420
2026-04-06,누수,P1026A-02.50,2235
2026-04-06,접착,P1026A-02.50,2240
2026-04-06,접착,P5170A-03.00,1690
2026-04-06,누수,P5170A-03.00,1690
2026-04-06,분리,Q3409-00.00PIN,597
2026-04-06,분리,Q3409-00.00PIN,446
2026-04-06,분리,Q3405-00.50SPC,589
2026-04-06,누수,P1026A-05.00,2615
2026-04-06,접착,P1026A-05.00,2615
2026-04-06,하이드,P1026A-05.00,2633
2026-04-06,접착,P1026A-04.50,2745
2026-04-06,하이드,P1026A-04.50,2803
2026-04-06,누수,P5170A-03.50,1900
2026-04-06,하이드,P5170A-03.00,2085
2026-04-06,하이드,P1026A-02.25,2752
2026-04-06,접착,P1026A-04.75,2450
2026-04-06,누수,P1026A-04.75,2450
2026-04-06,하이드,P1026A-04.50,3014
2026-04-06,분리,Q3409-00.00PIN,1512
2026-04-06,접착,P3409A-00.00PIN,1585
2026-04-06,누수,P3409A-00.00PIN,1585
2026-04-06,누수,P3409A-00.00PIN,1700
2026-04-06,접착,P3409A-00.00PIN,1700
2026-04-06,하이드,P3409A-00.00PIN,1728
2026-04-06,하이드,P5170A-03.00,2245
2026-04-06,하이드,P3405A-02.50SPC,1204
2026-04-06,누수,P1026A-04.75,2240
2026-04-06,누수,P3405A-02.00SPC,1780
2026-04-06,분리,Q3409-00.00PIN,559
2026-04-06,분리,Q3409-00.00PIN,695
2026-04-06,누수,P1026A-02.50,2300
2026-04-06,접착,P1026A-02.75,2685
2026-04-06,하이드,P1026A-02.75,2739
2026-04-06,누수,P1026A-02.75,2685
2026-04-06,하이드,P3405A-01.00SPC,1434
2026-04-06,접착,P1026A-05.00,2695
2026-04-06,하이드,P1026A-05.00,2813
2026-04-06,분리,Q0317-00.00PCH3,1408
2026-04-06,누수,P1026A-04.25,2415
2026-04-06,접착,P1026A-04.25,2420
2026-04-06,하이드,P1026A-04.25,2471
2026-04-06,하이드,P1026A-04.50,2734
2026-04-06,분리,Q1026-04.50,2737
2026-04-06,분리,Q1025+01.75+1.50,1878
2026-04-06,하이드,P1026A-02.50,2434
2026-04-06,누수,P5170A-03.25,1900
2026-04-06,접착,P5170A-03.25,1900
2026-04-06,접착,P5170A-03.25,1840
2026-04-06,누수,P5170A-03.25,1840
2026-04-06,접착,P1026A-02.50,2400
2026-04-06,누수,P1026A-02.50,2400
2026-04-06,하이드,P1026A-04.50,2973
2026-04-06,분리,Q3409-00.00PIN,949
2026-04-06,분리,Q3409-00.00PIN,1728
2026-04-06,접착,P1025A+00.75+1.50,1950
2026-04-06,누수,P5170A-03.00,2035
2026-04-06,접착,P5170A-03.00,2035
2026-04-06,분리,Q3405-00.50SPC,1130
2026-04-06,하이드,P3405A-02.00SPC,1208
2026-04-06,하이드,P3405A-01.75SPC,1875
2026-04-06,누수,P1026A-02.50,2220
2026-04-06,접착,P1026A-02.50,2255
2026-04-06,하이드,P1026A-02.75,2512
2026-04-06,접착,P5170A-03.00,1785
2026-04-06,누수,P5170A-03.00,1785
2026-04-06,분리,Q3409-00.00PIN,1020
2026-04-06,분리,Q3409-00.00PIN,915
2026-04-06,접착,P3405A-02.00SPC,1780
2026-04-06,하이드,P3405A-02.25SPC,1942
2026-04-06,누수,P3405A-02.50SPC,1775
2026-04-06,접착,P3405A-02.50SPC,1785
2026-04-06,누수,P1026A-02.50,2320
2026-04-06,접착,P1026A-02.50,2335
2026-04-06,접착,P5170A-03.00,1845
2026-04-06,누수,P1026A-02.50,2445
2026-04-06,접착,P1026A-02.50,2455
2026-04-06,분리,Q3409-00.00PIN,1378
2026-04-06,분리,Q0317-00.00PCH3,1843
2026-04-06,분리,Q0317-00.00PCH3,541
2026-04-06,분리,Q0317-00.00PCH3,1416
2026-04-06,분리,Q0317-00.00PCH3,1672
2026-04-06,누수,P1026A-04.75,2340
2026-04-06,접착,P1026A-04.75,2360
2026-04-06,누수,P1026A-04.75,2345
2026-04-06,누수,P1026A-04.75,2360
2026-04-06,접착,P1026A-04.75,2370
2026-04-06,하이드,P5170A-03.00,1802
2026-04-06,하이드,P5170A-03.00,2017
2026-04-06,접착,P5170A-03.00,1955
2026-04-06,분리,Q1026-02.75,2700
2026-04-06,사출,R1026-02.75,2666
2026-04-06,사출,R1026-04.25,2667
2026-04-06,분리,Q1026-04.25,2438
2026-04-06,분리,Q1026-04.00,2618
2026-04-06,사출,R1026-04.00,3100
2026-04-06,사출,R1026-04.25,2734
2026-04-06,분리,Q1026-04.25,2500
2026-04-06,분리,Q1026-04.75,2478
2026-04-06,분리,Q3409-00.00PIN,1559
2026-04-06,분리,Q3405-02.00SPC,1552
2026-04-06,분리,Q0317-00.00PCH3,776
2026-04-06,분리,Q1026-04.00,1817
2026-04-06,하이드,P1026A-04.75,2478
2026-04-06,분리,Q1026-04.00,2354
2026-04-06,접착,P1026A-04.75,2405
2026-04-06,하이드,P1026A-04.75,2471
2026-04-06,분리,Q5170-03.00,1726
2026-04-06,분리,Q5170-02.75,1787
2026-04-06,분리,Q1025+01.75+1.50,1789
2026-04-06,분리,Q3409-00.00PIN,727
2026-04-06,접착,P1026A-02.25,2725
2026-04-06,누수,P1026A-02.25,2725
2026-04-06,하이드,P1026A-02.25,2774
2026-04-06,누수,P1026A-02.50,2360
2026-04-06,하이드,P3405A-01.25SPC,1252
2026-04-06,접착,P1026A-05.00,2700
2026-04-06,하이드,P1026A-05.00,2726
2026-04-06,누수,P1026A-05.00,2700
2026-04-06,누수,P1026A-04.75,2260
2026-04-06,분리,Q0317-00.00PCH3,1736
2026-04-06,분리,Q0317-00.00PCH3,838
2026-04-06,분리,Q1026-04.00,2027
2026-04-06,분리,Q5170-03.00,2013
2026-04-06,누수,P5170A-03.00,1955
2026-04-06,누수,P1026A-02.50,2410
2026-04-06,접착,P1026A-02.50,2410
2026-04-06,분리,Q3409-00.00PIN,1005
2026-04-06,분리,Q3409-00.00PIN,1752
2026-04-06,분리,Q3405-02.50SPC,1493
2026-04-06,하이드,P1026A-04.25,2484
2026-04-06,접착,P1026A-04.25,2385
2026-04-06,하이드,P1026A-04.25,2435
2026-04-06,하이드,P1026A-02.75,2592
2026-04-06,하이드,P1026A-02.75,2633
2026-04-06,하이드,P1026A-05.00,2850
2026-04-06,누수,P1026A-04.75,2425
2026-04-06,접착,P1026A-04.75,2430
2026-04-06,하이드,P1026A-04.75,2474
2026-04-06,분리,Q3409-00.00PIN,989
2026-04-06,분리,Q3409-00.00PIN,1009
2026-04-06,사출,R1026-04.75,2594
2026-04-06,사출,R3405-02.50SPC,1637
2026-04-06,분리,Q3405-02.50SPC,1492
2026-04-06,사출,R3405-01.25SPC,2030
2026-04-06,사출,R3409-00.00PIN,2039
2026-04-06,분리,Q3409-00.00PIN,1653
2026-04-06,사출,R0317-00.00PCH3,1507
2026-04-06,사출,R1026-02.75,3050
2026-04-06,하이드,P3405A-02.25SPC,1845
2026-04-06,하이드,P3405A-02.50SPC,1875
2026-04-06,누수,P1026A-02.50,2130
2026-04-06,접착,P1026A-02.50,2135
2026-04-06,접착,P5170A-03.00,1965
2026-04-06,누수,P5170A-03.00,1955
2026-04-06,분리,Q3409-00.00PIN,784
2026-04-06,분리,Q3405-02.50SPC,1292
2026-04-06,분리,Q5170-03.00,1925
2026-04-06,사출,R1026-02.25,2664
2026-04-06,사출,R1026-04.75,2608
2026-04-06,분리,Q1026-04.75,2491
2026-04-06,분리,Q3405-02.25SPC,1410
2026-04-06,사출,R3405-02.25SPC,1754
2026-04-06,사출,R3405-00.50SPC,2062
2026-04-06,분리,Q5170-03.00,1888
2026-04-06,하이드,P5170A-03.00,1888
2026-04-06,분리,Q1026-02.50,2480
2026-04-06,하이드,P1026A-02.50,2433
2026-04-06,사출,R1026-02.50,2676
2026-04-06,분리,Q3409-00.00PIN,1834
2026-04-06,사출,R3409-00.00PIN,2066
2026-04-06,사출,R3409-00.00PIN,1865
2026-04-06,사출,R0317-00.00PCH3,1871
2026-04-06,분리,Q5170-03.00,1957
2026-04-06,분리,Q5170-03.00,1669
2026-04-06,사출,R1026-02.75,2621
2026-04-06,하이드,P1026A-02.50,2458
2026-04-06,분리,Q1026-02.50,2460
2026-04-06,사출,R1026-02.50,2653
2026-04-06,사출,R1026-04.75,2603
2026-04-06,분리,Q1026-04.75,2486
2026-04-06,분리,Q3405-01.75SPC,1342
2026-04-06,사출,R3405-01.75SPC,1744
2026-04-06,분리,Q0317-00.00PCH3,1735
2026-04-06,접착,P1026A-04.25,2390
2026-04-06,하이드,P1026A-04.25,2477
2026-04-06,하이드,P1026A-04.25,2494
2026-04-06,분리,Q1026-04.00,2300
2026-04-06,하이드,P1026A-04.75,2475
2026-04-06,하이드,P5170A-03.00,1783
2026-04-06,분리,Q5170-03.00,1783
2026-04-06,분리,Q5170-03.25,1810
2026-04-06,사출,R1026-04.00,3143
2026-04-06,사출,R1026-04.00,3143
2026-04-06,사출,R3405-02.50SPC,1838
2026-04-06,분리,Q0317-00.00PCH3,1514
2026-04-06,분리,Q1026-04.00,1988
2026-04-06,하이드,P1026A-04.25,2492
2026-04-06,분리,Q1026-04.00,2268
2026-04-06,분리,Q5170-03.00,1899
2026-04-06,사출,R3405-01.00SPC,1227
2026-04-06,사출,R3409-00.00PIN,1951
2026-04-06,사출,R0317-00.00PCH3,1795
2026-04-06,사출,R1026-02.50,2660
2026-04-06,분리,Q1026-02.50,2479
2026-04-06,사출,R1026-04.00,3151
2026-04-06,사출,R5170-03.00,2007
2026-04-06,사출,R0317-00.00PCH3,1843
2026-04-06,사출,R5170-03.00,2090
2026-04-06,사출,R3405-02.00SPC,2143
2026-04-06,사출,R3405-01.75SPC,1860
2026-04-06,하이드,P1026A-02.50,2485
2026-04-06,분리,Q5170-03.25,2066
2026-04-06,분리,Q1026-04.50,2900
2026-04-06,사출,R1026-04.50,3256
2026-04-06,사출,R3405-02.00SPC,1728
2026-04-06,분리,Q3405-02.00SPC,1313
2026-04-06,사출,R3405-01.00SPC,1928
2026-04-06,사출,R3409-00.00PIN,0
2026-04-06,사출,R3409-00.00PIN,1405
2026-04-06,분리,Q3409-00.00PIN,1059
2026-04-06,사출,R3409-00.00PIN,2039
2026-04-06,분리,Q3409-00.00PIN,1643
2026-04-06,사출,R1026-02.25,3109
2026-04-06,사출,R1026-02.50,2650
2026-04-06,분리,Q1026-02.50,2469
2026-04-06,사출,R1026-02.75,3105
2026-04-06,사출,R1026-04.00,1907
2026-04-06,분리,Q5170-03.00,1685
2026-04-06,접착,P1026A-04.75,2395
2026-04-06,하이드,P1026A-04.75,2487
2026-04-06,하이드,P5170A-03.00,1961
2026-04-06,분리,Q5170-03.00,1963
2026-04-06,분리,Q5170-03.25,2039
2026-04-06,사출,R1026-02.50,2640
2026-04-06,분리,Q1026-02.50,2448
2026-04-06,하이드,P1026A-02.50,2448
2026-04-06,하이드,P1026A-02.50,2435
2026-04-06,하이드,P5170A-03.00,1899
2026-04-06,분리,Q1026-04.25,2500
2026-04-06,사출,R1026-04.25,2734
2026-04-06,사출,R1026-04.25,2734
2026-04-06,분리,Q1026-04.25,2500
2026-04-06,사출,R1026-04.00,3018
2026-04-06,사출,R1026-05.00,3225
2026-04-06,분리,Q1026-05.00,2701
2026-04-06,분리,Q1026-04.75,2481
2026-04-06,사출,R1026-04.75,2597
2026-04-06,사출,R3409-00.00PIN,2067
2026-04-06,분리,Q1026-02.50,2476
2026-04-06,사출,R1026-02.50,2670
2026-04-06,사출,R1026-04.00,3070
2026-04-06,분리,Q3405-02.25SPC,1392
2026-04-06,사출,R3405-02.25SPC,1552
2026-04-06,사출,R3405-01.25SPC,2029
2026-04-06,사출,R0317-00.00PCH3,1087
2026-04-06,사출,R1026-04.25,2693
2026-04-06,분리,Q1026-04.25,2500
2026-04-06,사출,R5170-03.00,2087
2026-04-06,사출,R5170-03.00,2157
2026-04-06,분리,Q5170-03.00,1940
2026-04-06,사출,R3409-00.00PIN,1906
2026-04-06,사출,R3405-01.75SPC,1921
2026-04-06,사출,R3405-02.00SPC,1821
2026-04-06,분리,Q1026-02.50,2468
2026-04-06,사출,R1026-02.50,2649
2026-04-06,사출,R1026-04.25,2693
2026-04-06,분리,Q1026-04.25,2500
2026-04-06,사출,R5170-03.00,2021
2026-04-06,사출,R5170-03.50,2140
2026-04-06,분리,Q5170-03.25,2100
2026-04-06,사출,R5170-03.25,2168
2026-04-06,사출,R3409-00.00PIN,2065
2026-04-06,사출,R3405-01.75SPC,1015
2026-04-06,분리,Q3405-01.75SPC,917
2026-04-06,분리,Q3405-02.00SPC,1260
2026-04-06,사출,R3405-02.00SPC,1669
2026-04-06,사출,R3405-02.50SPC,1739
2026-04-06,사출,R0317-00.00PCH3,1701
2026-04-06,사출,R1026-04.25,2690
2026-04-06,분리,Q1026-04.25,2497
2026-04-06,사출,R3409-00.00PIN,2060
2026-04-06,사출,R1026-04.00,2123
2026-04-06,사출,R3409-00.00PIN,2078
2026-04-06,사출,R3409-00.00PIN,2018
2026-04-06,사출,R3405-01.75SPC,2145
2026-04-06,사출,R3405-02.25SPC,2102
2026-04-06,사출,R3405-02.00SPC,1851
2026-04-06,사출,R3405-01.75SPC,2147
2026-04-06,사출,R3405-02.50SPC,2082
2026-04-06,사출,R3405-02.00SPC,1994
2026-04-06,사출,R3405-02.00SPC,2137
2026-04-06,사출,R3405-02.25SPC,2000
2026-04-06,사출,R3405-02.50SPC,1943
2026-04-06,하이드,P1025A+01.50+1.50,706
2026-04-06,누수,P5293A-00.00CWN,1680
2026-04-06,하이드,P5292A-01.25WIB,1540
2026-04-06,접착,P5292A-01.25WIB,1510
2026-04-06,접착,P5292A-01.25WIB,1495
2026-04-06,하이드,P5292A-01.25WIB,1542
2026-04-06,접착,P1025A+01.50+1.50,1945
2026-04-06,접착,P1025A+02.25+1.50,1895
2026-04-06,누수,P5292A-05.00WIB,1500
2026-04-06,접착,P5292A-05.00WIB,1500
2026-04-06,접착,P3405A-02.25SPC,1885
2026-04-06,누수,P3405A-02.25SPC,1885
2026-04-06,하이드,P3409A-00.00PIN,1596
2026-04-06,하이드,P5170A-03.00,1787
2026-04-06,분리,Q5170-03.25,1922
2026-04-06,분리,Q3405-02.25SPC,1043
2026-04-06,분리,Q3405-00.75SPC,611
2026-04-06,하이드,P3405A-01.00SPC,1399
2026-04-06,누수,P1026A-04.75,2230
2026-04-06,누수,P1026A-04.75,2360
2026-04-06,하이드,P5170A-03.00,1776
2026-04-06,접착,P1026A-02.50,2455
2026-04-06,누수,P1026A-02.50,2430
2026-04-06,누수,P1026A-04.75,2425
2026-04-06,접착,P1026A-04.75,2435
2026-04-06,분리,Q3409-00.00PIN,948
2026-04-06,분리,Q3409-00.00PIN,782
2026-04-06,분리,Q3405-02.25SPC,1269
2026-04-06,분리,Q0317-00.00PCH3,1666
2026-04-06,분리,Q0317-00.00PCH3,1841
